segundo,dado1,dado2
-203.2500E-06,+2.8194723278E+00,+11.2035181E-03
-203.0000E-06,+2.9802763462E+00,-3.2688435E-03
-202.7500E-06,+2.9802763462E+00,-52.7631E-06
-202.5000E-06,+3.0606783554E+00,+11.2035181E-03
-202.2500E-06,+3.1410803646E+00,+7.9874378E-03
-202.0000E-06,+3.1410803646E+00,-3.2688435E-03
-201.7500E-06,+3.2214823738E+00,-3.2688435E-03
-201.5000E-06,+3.2214823738E+00,-52.7631E-06
-201.2500E-06,+3.3018843830E+00,-1.6608033E-03
-201.0000E-06,+3.3822863922E+00,+1.5552770E-03
-200.7500E-06,+3.4626884013E+00,+6.3793976E-03
-200.5000E-06,+3.4626884013E+00,-52.7631E-06
-200.2500E-06,+3.5430904105E+00,+3.1633172E-03
-200.0000E-06,+3.6234924197E+00,+9.5954780E-03
-199.7500E-06,+3.6234924197E+00,+7.9874378E-03
-199.5000E-06,+3.7038944289E+00,+3.1633172E-03
-199.2500E-06,+3.7842964381E+00,+1.5552770E-03
-199.0000E-06,+3.7842964381E+00,+4.7713574E-03
-198.7500E-06,+3.8646984473E+00,+6.3793976E-03
-198.5000E-06,+3.8646984473E+00,-8.0929641E-03
-198.2500E-06,+3.9451004565E+00,+6.3793976E-03
-198.0000E-06,+4.0255024657E+00,+7.9874378E-03
-197.7500E-06,+4.1059044749E+00,+1.5552770E-03
-197.5000E-06,+4.1059044749E+00,-6.4849239E-03
-197.2500E-06,+4.1863064840E+00,+4.7713574E-03
-197.0000E-06,+4.2667084932E+00,+6.3793976E-03
-196.7500E-06,+4.2667084932E+00,-1.6608033E-03
-196.5000E-06,+4.4275125116E+00,+3.1633172E-03
-196.2500E-06,+4.4275125116E+00,-52.7631E-06
-196.0000E-06,+4.4275125116E+00,+3.1633172E-03
-195.7500E-06,+4.5079145208E+00,-6.4849239E-03
-195.5000E-06,+4.5883165300E+00,-9.7010043E-03
-195.2500E-06,+4.5883165300E+00,-4.8768837E-03
-195.0000E-06,+4.6687185392E+00,-11.3090444E-03
-194.7500E-06,+4.7491205484E+00,-8.0929641E-03
-194.5000E-06,+4.8295225576E+00,-52.7631E-06
-194.2500E-06,+4.8295225576E+00,-11.3090444E-03
-194.0000E-06,+4.9099245667E+00,-12.9170846E-03
-193.7500E-06,+4.9099245667E+00,-12.9170846E-03
-193.5000E-06,+4.9099245668E+00,-3.2688435E-03
-193.2500E-06,+5.0707285851E+00,-52.7631E-06
-193.0000E-06,+5.0707285851E+00,+1.5552770E-03
-192.7500E-06,+5.1511305943E+00,-1.6608033E-03
-192.5000E-06,+5.2315326035E+00,-12.9170846E-03
-192.2500E-06,+5.2315326035E+00,-3.2688435E-03
-192.0000E-06,+5.2315326035E+00,-4.8768837E-03
-191.7500E-06,+5.3119346127E+00,-6.4849239E-03
-191.5000E-06,+5.3923366219E+00,+1.5552770E-03
-191.2500E-06,+5.4727386311E+00,-9.7010043E-03
-191.0000E-06,+5.4727386311E+00,-1.6608033E-03
-190.7500E-06,+5.4727386311E+00,-12.9170846E-03
-190.5000E-06,+5.5531406403E+00,-4.8768837E-03
-190.2500E-06,+5.6335426494E+00,-14.5251248E-03
-190.0000E-06,+5.6335426494E+00,-1.6608033E-03
-189.7500E-06,+5.7139446586E+00,-11.3090444E-03
-189.5000E-06,+5.7943466678E+00,-1.6608033E-03
-189.2500E-06,+5.7943466678E+00,-1.6608033E-03
-189.0000E-06,+5.8747486770E+00,-16.1331650E-03
-188.7500E-06,+5.9551506862E+00,-1.6608033E-03
-188.5000E-06,+5.9551506862E+00,-17.7412052E-03
-188.2500E-06,+5.9551506862E+00,-11.3090444E-03
-188.0000E-06,+6.0355526954E+00,-4.8768837E-03
-187.7500E-06,+6.1159547046E+00,-8.0929641E-03
-187.5000E-06,+6.1159547046E+00,-12.9170846E-03
-187.2500E-06,+6.1159547046E+00,-17.7412052E-03
-187.0000E-06,+6.1963567138E+00,-9.7010043E-03
-186.7500E-06,+6.2767587230E+00,-19.3492454E-03
-186.5000E-06,+6.2767587230E+00,-6.4849239E-03
-186.2500E-06,+6.2767587230E+00,-6.4849239E-03
-186.0000E-06,+6.3571607322E+00,-3.2688435E-03
-185.7500E-06,+6.3571607322E+00,-1.6608033E-03
-185.5000E-06,+6.4375627413E+00,-14.5251248E-03
-185.2500E-06,+6.4375627413E+00,-11.3090444E-03
-185.0000E-06,+6.5179647505E+00,-8.0929641E-03
-184.7500E-06,+6.5179647505E+00,-20.9572855E-03
-184.5000E-06,+6.5179647505E+00,-12.9170846E-03
-184.2500E-06,+6.5983667597E+00,-6.4849239E-03
-184.0000E-06,+6.5983667597E+00,-17.7412052E-03
-183.7500E-06,+6.6787687689E+00,-12.9170846E-03
-183.5000E-06,+6.6787687689E+00,-17.7412052E-03
-183.2500E-06,+6.6787687689E+00,-11.3090444E-03
-183.0000E-06,+6.7591707781E+00,-14.5251248E-03
-182.7500E-06,+6.7591707781E+00,-11.3090444E-03
-182.5000E-06,+6.7591707781E+00,-8.0929641E-03
-182.2500E-06,+6.8395727873E+00,-19.3492454E-03
-182.0000E-06,+6.9199747965E+00,-20.9572855E-03
-181.7500E-06,+6.9199747965E+00,-16.1331650E-03
-181.5000E-06,+6.9199747965E+00,-12.9170846E-03
-181.2500E-06,+7.0003768057E+00,-9.7010043E-03
-181.0000E-06,+7.0003768057E+00,-16.1331650E-03
-180.7500E-06,+7.0003768057E+00,-6.4849239E-03
-180.5000E-06,+7.0807788148E+00,-8.0929641E-03
-180.2500E-06,+7.0807788149E+00,-19.3492454E-03
-180.0000E-06,+7.0807788149E+00,-20.9572855E-03
-179.7500E-06,+7.0807788149E+00,-22.5653257E-03
-179.5000E-06,+7.1611808240E+00,-11.3090444E-03
-179.2500E-06,+7.1611808240E+00,-16.1331650E-03
-179.0000E-06,+7.1611808240E+00,-6.4849239E-03
-178.7500E-06,+7.1611808240E+00,-16.1331650E-03
-178.5000E-06,+7.1611808241E+00,-9.7010043E-03
-178.2500E-06,+7.2415828332E+00,-12.9170846E-03
-178.0000E-06,+7.2415828332E+00,-14.5251248E-03
-177.7500E-06,+7.3219848424E+00,-12.9170846E-03
-177.5000E-06,+7.2415828332E+00,-19.3492454E-03
-177.2500E-06,+7.3219848424E+00,-20.9572855E-03
-177.0000E-06,+7.2415828332E+00,-20.9572855E-03
-176.7500E-06,+7.3219848424E+00,-12.9170846E-03
-176.5000E-06,+7.3219848424E+00,-4.8768837E-03
-176.2500E-06,+7.3219848424E+00,-17.7412052E-03
-176.0000E-06,+7.4023868516E+00,-9.7010043E-03
-175.7500E-06,+7.4023868516E+00,-9.7010043E-03
-175.5000E-06,+7.3219848424E+00,-17.7412052E-03
-175.2500E-06,+7.4023868516E+00,-9.7010043E-03
-175.0000E-06,+7.4023868516E+00,-6.4849239E-03
-174.7500E-06,+7.4023868516E+00,-11.3090444E-03
-174.5000E-06,+7.4023868516E+00,-20.9572855E-03
-174.2500E-06,+7.4023868516E+00,-17.7412052E-03
-174.0000E-06,+7.4023868516E+00,-14.5251248E-03
-173.7500E-06,+7.4827888608E+00,-20.9572855E-03
-173.5000E-06,+7.4023868516E+00,-22.5653257E-03
-173.2500E-06,+7.4023868516E+00,-9.7010043E-03
-173.0000E-06,+7.4023868516E+00,-11.3090444E-03
-172.7500E-06,+7.4827888608E+00,-24.1733659E-03
-172.5000E-06,+7.4023868516E+00,-16.1331650E-03
-172.2500E-06,+7.4827888608E+00,-9.7010043E-03
-172.0000E-06,+7.4827888608E+00,-17.7412052E-03
-171.7500E-06,+7.4827888608E+00,-14.5251248E-03
-171.5000E-06,+7.4827888608E+00,-11.3090444E-03
-171.2500E-06,+7.4023868516E+00,-17.7412052E-03
-171.0000E-06,+7.4827888608E+00,-19.3492454E-03
-170.7500E-06,+7.4827888608E+00,-16.1331650E-03
-170.5000E-06,+7.4827888608E+00,-17.7412052E-03
-170.2500E-06,+7.4827888608E+00,-24.1733659E-03
-170.0000E-06,+7.4023868516E+00,-22.5653257E-03
-169.7500E-06,+7.4827888608E+00,-8.0929641E-03
-169.5000E-06,+7.4827888608E+00,-9.7010043E-03
-169.2500E-06,+7.4023868516E+00,-9.7010043E-03
-169.0000E-06,+7.4827888608E+00,-22.5653257E-03
-168.7500E-06,+7.4023868516E+00,-11.3090444E-03
-168.5000E-06,+7.4023868516E+00,-16.1331650E-03
-168.2500E-06,+7.4023868516E+00,-24.1733659E-03
-168.0000E-06,+7.4023868516E+00,-27.3894463E-03
-167.7500E-06,+7.4023868516E+00,-24.1733659E-03
-167.5000E-06,+7.4023868516E+00,-22.5653257E-03
-167.2500E-06,+7.4023868516E+00,-20.9572855E-03
-167.0000E-06,+7.4023868516E+00,-20.9572855E-03
-166.7500E-06,+7.4023868516E+00,-4.8768837E-03
-166.5000E-06,+7.3219848424E+00,-9.7010043E-03
-166.2500E-06,+7.3219848424E+00,-9.7010043E-03
-166.0000E-06,+7.3219848424E+00,-22.5653257E-03
-165.7500E-06,+7.3219848424E+00,-9.7010043E-03
-165.5000E-06,+7.3219848424E+00,-11.3090444E-03
-165.2500E-06,+7.2415828332E+00,-6.4849239E-03
-165.0000E-06,+7.2415828332E+00,-20.9572855E-03
-164.7500E-06,+7.3219848424E+00,-8.0929641E-03
-164.5000E-06,+7.2415828332E+00,-16.1331650E-03
-164.2500E-06,+7.1611808240E+00,-12.9170846E-03
-164.0000E-06,+7.1611808240E+00,-6.4849239E-03
-163.7500E-06,+7.1611808240E+00,-20.9572855E-03
-163.5000E-06,+7.0807788149E+00,-19.3492454E-03
-163.2500E-06,+7.0807788149E+00,-19.3492454E-03
-163.0000E-06,+7.0807788149E+00,-16.1331650E-03
-162.7500E-06,+7.0807788149E+00,-8.0929641E-03
-162.5000E-06,+7.0807788149E+00,-16.1331650E-03
-162.2500E-06,+7.0807788148E+00,-12.9170846E-03
-162.0000E-06,+7.0003768057E+00,-16.1331650E-03
-161.7500E-06,+7.0003768057E+00,-16.1331650E-03
-161.5000E-06,+7.0003768057E+00,-12.9170846E-03
-161.2500E-06,+6.9199747965E+00,-17.7412052E-03
-161.0000E-06,+6.9199747965E+00,-6.4849239E-03
-160.7500E-06,+6.8395727873E+00,-17.7412052E-03
-160.5000E-06,+6.8395727873E+00,-6.4849239E-03
-160.2500E-06,+6.7591707781E+00,-19.3492454E-03
-160.0000E-06,+6.7591707781E+00,-6.4849239E-03
-159.7500E-06,+6.7591707781E+00,-16.1331650E-03
-159.5000E-06,+6.6787687689E+00,-20.9572855E-03
-159.2500E-06,+6.6787687689E+00,-19.3492454E-03
-159.0000E-06,+6.5983667597E+00,-4.8768837E-03
-158.7500E-06,+6.6787687689E+00,-4.8768837E-03
-158.5000E-06,+6.5983667597E+00,-3.2688435E-03
-158.2500E-06,+6.5179647505E+00,-17.7412052E-03
-158.0000E-06,+6.5179647505E+00,-9.7010043E-03
-157.7500E-06,+6.5179647505E+00,-9.7010043E-03
-157.5000E-06,+6.5179647505E+00,-9.7010043E-03
-157.2500E-06,+6.3571607322E+00,-8.0929641E-03
-157.0000E-06,+6.3571607322E+00,-1.6608033E-03
-156.7500E-06,+6.3571607322E+00,-19.3492454E-03
-156.5000E-06,+6.2767587230E+00,-17.7412052E-03
-156.2500E-06,+6.2767587230E+00,-12.9170846E-03
-156.0000E-06,+6.1963567138E+00,-6.4849239E-03
-155.7500E-06,+6.1963567138E+00,-3.2688435E-03
-155.5000E-06,+6.1159547046E+00,-4.8768837E-03
-155.2500E-06,+6.1159547046E+00,-8.0929641E-03
-155.0000E-06,+6.1159547046E+00,-6.4849239E-03
-154.7500E-06,+6.0355526954E+00,-12.9170846E-03
-154.5000E-06,+6.0355526954E+00,-12.9170846E-03
-154.2500E-06,+5.9551506862E+00,-16.1331650E-03
-154.0000E-06,+5.8747486770E+00,-52.7631E-06
-153.7500E-06,+5.8747486770E+00,-11.3090444E-03
-153.5000E-06,+5.7943466678E+00,-11.3090444E-03
-153.2500E-06,+5.7943466678E+00,-11.3090444E-03
-153.0000E-06,+5.7139446586E+00,-9.7010043E-03
-152.7500E-06,+5.7139446586E+00,-6.4849239E-03
-152.5000E-06,+5.6335426494E+00,-1.6608033E-03
-152.2500E-06,+5.5531406403E+00,-4.8768837E-03
-152.0000E-06,+5.4727386311E+00,-11.3090444E-03
-151.7500E-06,+5.4727386311E+00,-16.1331650E-03
-151.5000E-06,+5.3923366219E+00,-9.7010043E-03
-151.2500E-06,+5.3923366219E+00,-12.9170846E-03
-151.0000E-06,+5.3923366219E+00,-52.7632E-06
-150.7500E-06,+5.3119346127E+00,-8.0929641E-03
-150.5000E-06,+5.2315326035E+00,-52.7631E-06
-150.2500E-06,+5.2315326035E+00,-6.4849239E-03
-150.0000E-06,+5.1511305943E+00,-8.0929641E-03
-149.7500E-06,+5.0707285851E+00,-8.0929641E-03
-149.5000E-06,+5.0707285851E+00,-52.7632E-06
-149.2500E-06,+4.9903265759E+00,-11.3090444E-03
-149.0000E-06,+4.9099245667E+00,-3.2688435E-03
-148.7500E-06,+4.9099245667E+00,+3.1633172E-03
-148.5000E-06,+4.8295225576E+00,-6.4849239E-03
-148.2500E-06,+4.7491205484E+00,-8.0929641E-03
-148.0000E-06,+4.7491205484E+00,+1.5552770E-03
-147.7500E-06,+4.6687185392E+00,-1.6608033E-03
-147.5000E-06,+4.5883165300E+00,-9.7010042E-03
-147.2500E-06,+4.5883165300E+00,-3.2688435E-03
-147.0000E-06,+4.5079145208E+00,+1.5552770E-03
-146.7500E-06,+4.5079145208E+00,-52.7631E-06
-146.5000E-06,+4.4275125116E+00,-8.0929641E-03
-146.2500E-06,+4.3471105024E+00,-11.3090444E-03
-146.0000E-06,+4.2667084932E+00,+6.3793976E-03
-145.7500E-06,+4.2667084932E+00,-6.4849239E-03
-145.5000E-06,+4.1863064840E+00,+4.7713574E-03
-145.2500E-06,+4.1059044749E+00,-12.9170846E-03
-145.0000E-06,+4.1059044749E+00,-3.2688435E-03
-144.7500E-06,+4.0255024657E+00,+3.1633172E-03
-144.5000E-06,+3.9451004565E+00,+9.5954780E-03
-144.2500E-06,+3.9451004565E+00,+1.5552770E-03
-144.0000E-06,+3.8646984473E+00,+7.9874378E-03
-143.7500E-06,+3.7842964381E+00,+4.7713574E-03
-143.5000E-06,+3.7038944289E+00,-52.7631E-06
-143.2500E-06,+3.7038944289E+00,-1.6608033E-03
-143.0000E-06,+3.6234924197E+00,-6.4849239E-03
-142.7500E-06,+3.6234924197E+00,+9.5954780E-03
-142.5000E-06,+3.5430904105E+00,+4.7713574E-03
-142.2500E-06,+3.4626884013E+00,+7.9874378E-03
-142.0000E-06,+3.4626884013E+00,+7.9874378E-03
-141.7500E-06,+3.3822863921E+00,-6.4849239E-03
-141.5000E-06,+3.3018843830E+00,-8.0929641E-03
-141.2500E-06,+3.2214823738E+00,-1.6608033E-03
-141.0000E-06,+3.2214823738E+00,+1.5552770E-03
-140.7500E-06,+3.1410803646E+00,+1.5552770E-03
-140.5000E-06,+3.0606783554E+00,-4.8768837E-03
-140.2500E-06,+3.0606783554E+00,+3.1633172E-03
-140.0000E-06,+2.9802763462E+00,+11.2035181E-03
-139.7500E-06,+2.8998743370E+00,+4.7713574E-03
-139.5000E-06,+2.8998743370E+00,+11.2035181E-03
-139.2500E-06,+2.8194723278E+00,+3.1633172E-03
-139.0000E-06,+2.8194723278E+00,+4.7713574E-03
-138.7500E-06,+2.7390703186E+00,+1.5552770E-03
-138.5000E-06,+2.6586683095E+00,+14.4195985E-03
-138.2500E-06,+2.6586683095E+00,+9.5954780E-03
-138.0000E-06,+2.5782663003E+00,+9.5954780E-03
-137.7500E-06,+2.5782663003E+00,+12.8115583E-03
-137.5000E-06,+2.4978642911E+00,-52.7631E-06
-137.2500E-06,+2.4174622819E+00,-1.6608033E-03
-137.0000E-06,+2.4174622819E+00,+9.5954780E-03
-136.7500E-06,+2.2566582635E+00,+7.9874378E-03
-136.5000E-06,+2.2566582635E+00,+3.1633172E-03
-136.2500E-06,+2.2566582635E+00,+6.3793976E-03
-136.0000E-06,+2.1762562543E+00,+9.5954780E-03
-135.7500E-06,+2.0958542451E+00,+11.2035181E-03
-135.5000E-06,+2.0958542451E+00,+4.7713574E-03
-135.2500E-06,+2.0958542451E+00,-1.6608033E-03
-135.0000E-06,+2.0154522359E+00,+3.1633172E-03
-134.7500E-06,+2.0154522359E+00,+1.5552770E-03
-134.5000E-06,+1.9350502267E+00,+4.7713574E-03
-134.2500E-06,+1.8546482176E+00,+3.1633172E-03
-134.0000E-06,+1.8546482176E+00,+4.7713574E-03
-133.7500E-06,+1.7742462084E+00,+12.8115583E-03
