second,Volt
-19.37500E-09,+8.79741757939337E+00
-19.29688E-09,+8.79741757939337E+00
-19.21875E-09,+8.79741757939337E+00
-19.14063E-09,+8.79741757939337E+00
-19.06250E-09,+8.79741757939337E+00
-18.98438E-09,+8.79741757939337E+00
-18.90625E-09,+8.79741757939337E+00
-18.82813E-09,+8.79741757939337E+00
-18.75000E-09,+8.79741757939337E+00
-18.67188E-09,+8.82254320773061E+00
-18.59375E-09,+8.82254320773063E+00
-18.51563E-09,+8.82254320773063E+00
-18.43750E-09,+8.82254320773063E+00
-18.35938E-09,+8.82254320773063E+00
-18.28125E-09,+8.82254320773063E+00
-18.20313E-09,+8.82254320773063E+00
-18.12500E-09,+8.82254320773063E+00
-18.04688E-09,+8.82254320773063E+00
-17.96875E-09,+8.82254320773063E+00
-17.89063E-09,+8.82254320773063E+00
-17.81250E-09,+8.82254320773063E+00
-17.73438E-09,+8.82254320773063E+00
-17.65625E-09,+8.82254320773063E+00
-17.57813E-09,+8.82254320773063E+00
-17.50000E-09,+8.82254320773063E+00
-17.42188E-09,+8.82254320773063E+00
-17.34375E-09,+8.82254320773063E+00
-17.26563E-09,+8.82254320773063E+00
-17.18750E-09,+8.79741757939339E+00
-17.10938E-09,+8.79741757939337E+00
-17.03125E-09,+8.79741757939337E+00
-16.95313E-09,+8.79741757939337E+00
-16.87500E-09,+8.79741757939337E+00
-16.79688E-09,+8.79741757939337E+00
-16.71875E-09,+8.79741757939337E+00
-16.64063E-09,+8.79741757939337E+00
-16.56250E-09,+8.79741757939337E+00
-16.48438E-09,+8.79741757939337E+00
-16.40625E-09,+8.79741757939337E+00
-16.32813E-09,+8.79741757939337E+00
-16.25000E-09,+8.79741757939337E+00
-16.17188E-09,+8.79741757939337E+00
-16.09375E-09,+8.79741757939337E+00
-16.01563E-09,+8.79741757939337E+00
-15.93750E-09,+8.79741757939337E+00
-15.85938E-09,+8.79741757939337E+00
-15.78125E-09,+8.79741757939337E+00
-15.70313E-09,+8.79741757939337E+00
-15.62500E-09,+8.79741757939337E+00
-15.54688E-09,+8.82254320773060E+00
-15.46875E-09,+8.82254320773063E+00
-15.39063E-09,+8.82254320773063E+00
-15.31250E-09,+8.82254320773063E+00
-15.23438E-09,+8.82254320773063E+00
-15.15625E-09,+8.82254320773063E+00
-15.07813E-09,+8.82254320773063E+00
-15.00000E-09,+8.82254320773063E+00
-14.92188E-09,+8.84766883606787E+00
-14.84375E-09,+8.84766883606790E+00
-14.76563E-09,+8.84766883606790E+00
-14.68750E-09,+8.82254320773067E+00
-14.60938E-09,+8.82254320773063E+00
-14.53125E-09,+8.82254320773063E+00
-14.45313E-09,+8.79741757939340E+00
-14.37500E-09,+8.79741757939337E+00
-14.29688E-09,+8.79741757939337E+00
-14.21875E-09,+8.77229195105614E+00
-14.14063E-09,+8.77229195105610E+00
-14.06250E-09,+8.74716632271887E+00
-13.98438E-09,+8.72204069438161E+00
-13.90625E-09,+8.69691506604435E+00
-13.82813E-09,+8.67178943770708E+00
-13.75000E-09,+8.67178943770705E+00
-13.67188E-09,+8.64666380936982E+00
-13.59375E-09,+8.62153818103255E+00
-13.51563E-09,+8.62153818103252E+00
-13.43750E-09,+8.59641255269529E+00
-13.35938E-09,+8.59641255269526E+00
-13.28125E-09,+8.57128692435803E+00
-13.20313E-09,+8.54616129602076E+00
-13.12500E-09,+8.54616129602073E+00
-13.04688E-09,+8.54616129602073E+00
-12.96875E-09,+8.52103566768350E+00
-12.89063E-09,+8.52103566768346E+00
-12.81250E-09,+8.52103566768346E+00
-12.73438E-09,+8.52103566768346E+00
-12.65625E-09,+8.52103566768346E+00
-12.57813E-09,+8.52103566768346E+00
-12.50000E-09,+8.52103566768346E+00
-12.42188E-09,+8.54616129602069E+00
-12.34375E-09,+8.54616129602073E+00
-12.26563E-09,+8.54616129602073E+00
-12.18750E-09,+8.54616129602073E+00
-12.10938E-09,+8.54616129602073E+00
-12.03125E-09,+8.52103566768350E+00
-11.95313E-09,+8.52103566768346E+00
-11.87500E-09,+8.52103566768346E+00
-11.79688E-09,+8.52103566768346E+00
-11.71875E-09,+8.49591003934624E+00
-11.64063E-09,+8.49591003934620E+00
-11.56250E-09,+8.47078441100898E+00
-11.48438E-09,+8.47078441100894E+00
-11.40625E-09,+8.47078441100894E+00
-11.32813E-09,+8.44565878267171E+00
-11.25000E-09,+8.44565878267167E+00
-11.17188E-09,+8.44565878267167E+00
-11.09375E-09,+8.42053315433445E+00
-11.01563E-09,+8.42053315433441E+00
-10.93750E-09,+8.42053315433441E+00
-10.85938E-09,+8.42053315433441E+00
-10.78125E-09,+8.39540752599719E+00
-10.70313E-09,+8.39540752599714E+00
-10.62500E-09,+8.39540752599714E+00
-10.54688E-09,+8.39540752599714E+00
-10.46875E-09,+8.39540752599714E+00
-10.39063E-09,+8.39540752599714E+00
-10.31250E-09,+8.37028189765993E+00
-10.23438E-09,+8.37028189765988E+00
-10.15625E-09,+8.37028189765988E+00
-10.07813E-09,+8.37028189765988E+00
-10.00000E-09,+8.37028189765988E+00
-9.92188E-09,+8.37028189765988E+00
-9.84375E-09,+8.37028189765988E+00
-9.76563E-09,+8.37028189765988E+00
-9.68750E-09,+8.37028189765988E+00
-9.60938E-09,+8.37028189765988E+00
-9.53125E-09,+8.37028189765988E+00
-9.45313E-09,+8.39540752599710E+00
-9.37500E-09,+8.39540752599714E+00
-9.29688E-09,+8.39540752599714E+00
-9.21875E-09,+8.42053315433436E+00
-9.14063E-09,+8.42053315433441E+00
-9.06250E-09,+8.44565878267163E+00
-8.98438E-09,+8.44565878267167E+00
-8.90625E-09,+8.47078441100888E+00
-8.82813E-09,+8.49591003934615E+00
-8.75000E-09,+8.49591003934620E+00
-8.67188E-09,+8.52103566768341E+00
-8.59375E-09,+8.57128692435789E+00
-8.51563E-09,+8.59641255269520E+00
-8.43750E-09,+8.62153818103247E+00
-8.35938E-09,+8.62153818103252E+00
-8.28125E-09,+8.67178943770694E+00
-8.20313E-09,+8.69691506604426E+00
-8.12500E-09,+8.69691506604431E+00
-8.04688E-09,+8.72204069438152E+00
-7.96875E-09,+8.74716632271879E+00
-7.89063E-09,+8.74716632271884E+00
-7.81250E-09,+8.77229195105605E+00
-7.73438E-09,+8.77229195105610E+00
-7.65625E-09,+8.79741757939332E+00
-7.57813E-09,+8.82254320773058E+00
-7.50000E-09,+8.82254320773063E+00
-7.42188E-09,+8.82254320773063E+00
-7.34375E-09,+8.84766883606784E+00
-7.26563E-09,+8.84766883606790E+00
-7.18750E-09,+8.84766883606790E+00
-7.10938E-09,+8.84766883606790E+00
-7.03125E-09,+8.82254320773068E+00
-6.95313E-09,+8.82254320773063E+00
-6.87500E-09,+8.82254320773063E+00
-6.79688E-09,+8.82254320773063E+00
-6.71875E-09,+8.82254320773063E+00
-6.64063E-09,+8.82254320773063E+00
-6.56250E-09,+8.82254320773063E+00
-6.48438E-09,+8.82254320773063E+00
-6.40625E-09,+8.79741757939342E+00
-6.32813E-09,+8.79741757939337E+00
-6.25000E-09,+8.79741757939337E+00
-6.17188E-09,+8.79741757939337E+00
-6.09375E-09,+8.79741757939337E+00
-6.01563E-09,+8.79741757939337E+00
-5.93750E-09,+8.79741757939337E+00
-5.85938E-09,+8.79741757939337E+00
-5.78125E-09,+8.79741757939337E+00
-5.70313E-09,+8.79741757939337E+00
-5.62500E-09,+8.79741757939337E+00
-5.54688E-09,+8.79741757939337E+00
-5.46875E-09,+8.82254320773058E+00
-5.39063E-09,+8.82254320773063E+00
-5.31250E-09,+8.82254320773063E+00
-5.23438E-09,+8.82254320773063E+00
-5.15625E-09,+8.82254320773063E+00
-5.07813E-09,+8.82254320773063E+00
-5.00000E-09,+8.82254320773063E+00
-4.92188E-09,+8.84766883606784E+00
-4.84375E-09,+8.84766883606790E+00
-4.76563E-09,+8.84766883606790E+00
-4.68750E-09,+8.84766883606790E+00
-4.60938E-09,+8.84766883606790E+00
-4.53125E-09,+8.82254320773068E+00
-4.45313E-09,+8.82254320773063E+00
-4.37500E-09,+8.82254320773063E+00
-4.29688E-09,+8.79741757939342E+00
-4.21875E-09,+8.77229195105616E+00
-4.14063E-09,+8.77229195105610E+00
-4.06250E-09,+8.74716632271889E+00
-3.98438E-09,+8.74716632271884E+00
-3.90625E-09,+8.72204069438163E+00
-3.82813E-09,+8.69691506604436E+00
-3.75000E-09,+8.67178943770710E+00
-3.67188E-09,+8.64666380936984E+00
-3.59375E-09,+8.59641255269536E+00
-3.51563E-09,+8.59641255269526E+00
-3.43750E-09,+8.57128692435804E+00
-3.35938E-09,+8.54616129602078E+00
-3.28125E-09,+8.49591003934630E+00
-3.20313E-09,+8.47078441100899E+00
-3.12500E-09,+8.47078441100894E+00
-3.04688E-09,+8.44565878267172E+00
-2.96875E-09,+8.42053315433446E+00
-2.89063E-09,+8.42053315433441E+00
-2.81250E-09,+8.42053315433441E+00
-2.73438E-09,+8.42053315433441E+00
-2.65625E-09,+8.42053315433441E+00
-2.57813E-09,+8.42053315433441E+00
-2.50000E-09,+8.42053315433441E+00
-2.42188E-09,+8.44565878267162E+00
-2.34375E-09,+8.47078441100888E+00
-2.26563E-09,+8.47078441100894E+00
-2.18750E-09,+8.49591003934615E+00
-2.10938E-09,+8.52103566768341E+00
-2.03125E-09,+8.57128692435789E+00
-1.95313E-09,+8.59641255269520E+00
-1.87500E-09,+8.59641255269526E+00
-1.79688E-09,+8.62153818103247E+00
-1.71875E-09,+8.67178943770694E+00
-1.64063E-09,+8.69691506604426E+00
-1.56250E-09,+8.72204069438152E+00
-1.48438E-09,+8.72204069438158E+00
-1.40625E-09,+8.74716632271879E+00
-1.32813E-09,+8.77229195105605E+00
-1.25000E-09,+8.77229195105610E+00
-1.17188E-09,+8.79741757939332E+00
-1.09375E-09,+8.82254320773058E+00
-1.01563E-09,+8.82254320773063E+00
-937.50E-12,+8.82254320773063E+00
-859.38E-12,+8.82254320773063E+00
-781.25E-12,+8.84766883606784E+00
-703.13E-12,+8.84766883606790E+00
-625.00E-12,+8.84766883606790E+00
-546.88E-12,+8.84766883606790E+00
-468.75E-12,+8.82254320773068E+00
-390.63E-12,+8.82254320773063E+00
-312.50E-12,+8.82254320773063E+00
-234.38E-12,+8.82254320773063E+00
-156.25E-12,+8.82254320773063E+00
-78.13E-12,+8.82254320773063E+00
-0.0E+00,+8.82254320773063E+00
+78.12E-12,+8.79741757939342E+00
+156.25E-12,+8.79741757939337E+00
+234.37E-12,+8.79741757939337E+00
+312.50E-12,+8.79741757939337E+00
+390.62E-12,+8.79741757939337E+00
+468.75E-12,+8.79741757939337E+00
+546.87E-12,+8.79741757939337E+00
+625.00E-12,+8.79741757939337E+00
+703.12E-12,+8.79741757939337E+00
+781.25E-12,+8.79741757939337E+00
+859.37E-12,+8.79741757939337E+00
+937.50E-12,+8.79741757939337E+00
+1.01562E-09,+8.79741757939337E+00
+1.09375E-09,+8.79741757939337E+00
+1.17187E-09,+8.79741757939337E+00
+1.25000E-09,+8.79741757939337E+00
+1.32812E-09,+8.79741757939337E+00
+1.40625E-09,+8.79741757939337E+00
+1.48437E-09,+8.79741757939337E+00
+1.56250E-09,+8.79741757939337E+00
+1.64062E-09,+8.79741757939337E+00
+1.71875E-09,+8.79741757939337E+00
+1.79687E-09,+8.82254320773058E+00
+1.87500E-09,+8.82254320773063E+00
+1.95312E-09,+8.82254320773063E+00
+2.03125E-09,+8.82254320773063E+00
+2.10937E-09,+8.82254320773063E+00
+2.18750E-09,+8.82254320773063E+00
+2.26562E-09,+8.82254320773063E+00
+2.34375E-09,+8.82254320773063E+00
+2.42187E-09,+8.82254320773063E+00
+2.50000E-09,+8.82254320773063E+00
+2.57812E-09,+8.82254320773063E+00
+2.65625E-09,+8.82254320773063E+00
+2.73437E-09,+8.82254320773063E+00
+2.81250E-09,+8.82254320773063E+00
+2.89062E-09,+8.82254320773063E+00
+2.96875E-09,+8.82254320773063E+00
+3.04687E-09,+8.82254320773063E+00
+3.12500E-09,+8.82254320773063E+00
+3.20312E-09,+8.82254320773063E+00
+3.28125E-09,+8.82254320773063E+00
+3.35937E-09,+8.82254320773063E+00
+3.43750E-09,+8.82254320773063E+00
+3.51562E-09,+8.82254320773063E+00
+3.59375E-09,+8.82254320773063E+00
+3.67187E-09,+8.82254320773063E+00
+3.75000E-09,+8.82254320773063E+00
+3.82812E-09,+8.82254320773063E+00
+3.90625E-09,+8.82254320773063E+00
+3.98437E-09,+8.82254320773063E+00
+4.06250E-09,+8.82254320773063E+00
+4.14062E-09,+8.82254320773063E+00
+4.21875E-09,+8.82254320773063E+00
+4.29687E-09,+8.82254320773063E+00
+4.37500E-09,+8.82254320773063E+00
+4.45312E-09,+8.82254320773063E+00
+4.53125E-09,+8.82254320773063E+00
+4.60937E-09,+8.82254320773063E+00
+4.68750E-09,+8.82254320773063E+00
+4.76562E-09,+8.82254320773063E+00
+4.84375E-09,+8.82254320773063E+00
+4.92187E-09,+8.82254320773063E+00
+5.00000E-09,+8.82254320773063E+00
+5.07812E-09,+8.82254320773063E+00
+5.15625E-09,+8.82254320773063E+00
+5.23437E-09,+8.82254320773063E+00
+5.31250E-09,+8.82254320773063E+00
+5.39062E-09,+8.82254320773063E+00
+5.46875E-09,+8.82254320773063E+00
+5.54687E-09,+8.82254320773063E+00
+5.62500E-09,+8.82254320773063E+00
+5.70312E-09,+8.82254320773063E+00
+5.78125E-09,+8.82254320773063E+00
+5.85937E-09,+8.82254320773063E+00
+5.93750E-09,+8.82254320773063E+00
+6.01562E-09,+8.82254320773063E+00
+6.09375E-09,+8.82254320773063E+00
+6.17187E-09,+8.82254320773063E+00
+6.25000E-09,+8.82254320773063E+00
+6.32812E-09,+8.82254320773063E+00
+6.40625E-09,+8.82254320773063E+00
+6.48437E-09,+8.82254320773063E+00
+6.56250E-09,+8.82254320773063E+00
+6.64062E-09,+8.82254320773063E+00
+6.71875E-09,+8.82254320773063E+00
+6.79687E-09,+8.82254320773063E+00
+6.87500E-09,+8.82254320773063E+00
+6.95312E-09,+8.82254320773063E+00
+7.03125E-09,+8.82254320773063E+00
+7.10937E-09,+8.82254320773063E+00
+7.18750E-09,+8.82254320773063E+00
+7.26562E-09,+8.82254320773063E+00
+7.34375E-09,+8.82254320773063E+00
+7.42187E-09,+8.82254320773063E+00
+7.50000E-09,+8.82254320773063E+00
+7.57812E-09,+8.82254320773063E+00
+7.65625E-09,+8.82254320773063E+00
+7.73437E-09,+8.82254320773063E+00
+7.81250E-09,+8.82254320773063E+00
+7.89062E-09,+8.82254320773063E+00
+7.96875E-09,+8.82254320773063E+00
+8.04687E-09,+8.82254320773063E+00
+8.12500E-09,+8.82254320773063E+00
+8.20312E-09,+8.82254320773063E+00
+8.28125E-09,+8.82254320773063E+00
+8.35937E-09,+8.82254320773063E+00
+8.43750E-09,+8.82254320773063E+00
+8.51562E-09,+8.82254320773063E+00
+8.59375E-09,+8.82254320773063E+00
+8.67187E-09,+8.82254320773063E+00
+8.75000E-09,+8.82254320773063E+00
+8.82812E-09,+8.82254320773063E+00
+8.90625E-09,+8.82254320773063E+00
+8.98437E-09,+8.82254320773063E+00
+9.06250E-09,+8.82254320773063E+00
+9.14062E-09,+8.82254320773063E+00
+9.21875E-09,+8.82254320773063E+00
+9.29687E-09,+8.82254320773063E+00
+9.37500E-09,+8.82254320773063E+00
+9.45312E-09,+8.82254320773063E+00
+9.53125E-09,+8.82254320773063E+00
+9.60937E-09,+8.82254320773063E+00
+9.68750E-09,+8.82254320773063E+00
+9.76562E-09,+8.82254320773063E+00
+9.84375E-09,+8.82254320773063E+00
+9.92187E-09,+8.82254320773063E+00
+10.00000E-09,+8.82254320773063E+00
+10.07812E-09,+8.82254320773063E+00
+10.15625E-09,+8.82254320773063E+00
+10.23437E-09,+8.82254320773063E+00
+10.31250E-09,+8.82254320773063E+00
+10.39062E-09,+8.82254320773063E+00
+10.46875E-09,+8.82254320773063E+00
+10.54687E-09,+8.82254320773063E+00
+10.62500E-09,+8.82254320773063E+00
+10.70312E-09,+8.82254320773063E+00
+10.78125E-09,+8.82254320773063E+00
+10.85937E-09,+8.82254320773063E+00
+10.93750E-09,+8.82254320773063E+00
+11.01562E-09,+8.82254320773063E+00
+11.09375E-09,+8.82254320773063E+00
+11.17187E-09,+8.82254320773063E+00
+11.25000E-09,+8.82254320773063E+00
+11.32812E-09,+8.82254320773063E+00
+11.40625E-09,+8.82254320773063E+00
+11.48437E-09,+8.82254320773063E+00
+11.56250E-09,+8.82254320773063E+00
+11.64062E-09,+8.82254320773063E+00
+11.71875E-09,+8.82254320773063E+00
+11.79687E-09,+8.79741757939343E+00
+11.87500E-09,+8.79741757939337E+00
+11.95312E-09,+8.79741757939337E+00
+12.03125E-09,+8.79741757939337E+00
+12.10937E-09,+8.79741757939337E+00
+12.18750E-09,+8.79741757939337E+00
+12.26562E-09,+8.79741757939337E+00
+12.34375E-09,+8.79741757939337E+00
+12.42187E-09,+8.79741757939337E+00
+12.50000E-09,+8.79741757939337E+00
+12.57812E-09,+8.79741757939337E+00
+12.65625E-09,+8.79741757939337E+00
+12.73437E-09,+8.79741757939337E+00
+12.81250E-09,+8.79741757939337E+00
+12.89062E-09,+8.79741757939337E+00
+12.96875E-09,+8.79741757939337E+00
+13.04687E-09,+8.79741757939337E+00
+13.12500E-09,+8.79741757939337E+00
+13.20312E-09,+8.79741757939337E+00
+13.28125E-09,+8.79741757939337E+00
+13.35937E-09,+8.79741757939337E+00
+13.43750E-09,+8.79741757939337E+00
+13.51562E-09,+8.79741757939337E+00
+13.59375E-09,+8.82254320773056E+00
+13.67187E-09,+8.82254320773063E+00
+13.75000E-09,+8.82254320773063E+00
+13.82812E-09,+8.82254320773063E+00
+13.90625E-09,+8.82254320773063E+00
+13.98437E-09,+8.82254320773063E+00
+14.06250E-09,+8.82254320773063E+00
+14.14062E-09,+8.82254320773063E+00
+14.21875E-09,+8.84766883606783E+00
+14.29687E-09,+8.84766883606790E+00
+14.37500E-09,+8.84766883606790E+00
+14.45312E-09,+8.82254320773070E+00
+14.53125E-09,+8.82254320773063E+00
+14.60937E-09,+8.82254320773063E+00
+14.68750E-09,+8.79741757939344E+00
+14.76562E-09,+8.79741757939337E+00
+14.84375E-09,+8.77229195105617E+00
+14.92187E-09,+8.74716632271891E+00
+15.00000E-09,+8.74716632271884E+00
+15.07812E-09,+8.72204069438165E+00
+15.15625E-09,+8.69691506604439E+00
+15.23437E-09,+8.69691506604431E+00
+15.31250E-09,+8.67178943770712E+00
+15.39062E-09,+8.64666380936986E+00
+15.46875E-09,+8.62153818103259E+00
+15.54687E-09,+8.59641255269533E+00
+15.62500E-09,+8.57128692435807E+00
+15.70312E-09,+8.54616129602080E+00
+15.78125E-09,+8.49591003934635E+00
+15.85937E-09,+8.49591003934620E+00
+15.93750E-09,+8.47078441100901E+00
+16.01562E-09,+8.47078441100894E+00
+16.09375E-09,+8.44565878267175E+00
+16.17187E-09,+8.42053315433449E+00
+16.25000E-09,+8.42053315433441E+00
+16.32812E-09,+8.39540752599722E+00
+16.40625E-09,+8.39540752599714E+00
+16.48437E-09,+8.39540752599714E+00
+16.56250E-09,+8.37028189765996E+00
+16.64062E-09,+8.37028189765988E+00
+16.71875E-09,+8.37028189765988E+00
+16.79687E-09,+8.37028189765988E+00
+16.87500E-09,+8.37028189765988E+00
+16.95312E-09,+8.37028189765988E+00
+17.03125E-09,+8.39540752599706E+00
+17.10937E-09,+8.39540752599714E+00
+17.18750E-09,+8.39540752599714E+00
+17.26562E-09,+8.39540752599714E+00
+17.34375E-09,+8.39540752599714E+00
+17.42187E-09,+8.39540752599714E+00
+17.50000E-09,+8.39540752599714E+00
+17.57812E-09,+8.39540752599714E+00
+17.65625E-09,+8.42053315433433E+00
+17.73437E-09,+8.42053315433441E+00
+17.81250E-09,+8.42053315433441E+00
+17.89062E-09,+8.42053315433441E+00
+17.96875E-09,+8.42053315433441E+00
+18.04687E-09,+8.42053315433441E+00
+18.12500E-09,+8.42053315433441E+00
+18.20312E-09,+8.42053315433441E+00
+18.28125E-09,+8.42053315433441E+00
+18.35937E-09,+8.42053315433441E+00
+18.43750E-09,+8.42053315433441E+00
+18.51562E-09,+8.42053315433441E+00
+18.59375E-09,+8.42053315433441E+00
+18.67187E-09,+8.42053315433441E+00
+18.75000E-09,+8.42053315433441E+00
+18.82812E-09,+8.42053315433441E+00
+18.90625E-09,+8.42053315433441E+00
+18.98437E-09,+8.42053315433441E+00
+19.06250E-09,+8.42053315433441E+00
+19.14062E-09,+8.42053315433441E+00
+19.21875E-09,+8.42053315433441E+00
+19.29687E-09,+8.42053315433441E+00
+19.37500E-09,+8.42053315433441E+00
+19.45312E-09,+8.42053315433441E+00
+19.53125E-09,+8.42053315433441E+00
+19.60937E-09,+8.42053315433441E+00
+19.68750E-09,+8.42053315433441E+00
+19.76562E-09,+8.42053315433441E+00
+19.84375E-09,+8.42053315433441E+00
+19.92187E-09,+8.42053315433441E+00
+20.00000E-09,+8.42053315433441E+00
+20.07812E-09,+8.42053315433441E+00
+20.15625E-09,+8.42053315433441E+00
+20.23437E-09,+8.42053315433441E+00
+20.31250E-09,+8.42053315433441E+00
+20.39062E-09,+8.42053315433441E+00
+20.46875E-09,+8.42053315433441E+00
+20.54687E-09,+8.42053315433441E+00
+20.62500E-09,+8.42053315433441E+00
+20.70312E-09,+8.42053315433441E+00
+20.78125E-09,+8.42053315433441E+00
+20.85937E-09,+8.42053315433441E+00
+20.93750E-09,+8.42053315433441E+00
+21.01562E-09,+8.42053315433441E+00
+21.09375E-09,+8.42053315433441E+00
+21.17187E-09,+8.42053315433441E+00
+21.25000E-09,+8.42053315433441E+00
+21.32812E-09,+8.42053315433441E+00
+21.40625E-09,+8.42053315433441E+00
+21.48437E-09,+8.42053315433441E+00
+21.56250E-09,+8.42053315433441E+00
+21.64062E-09,+8.42053315433441E+00
+21.71875E-09,+8.42053315433441E+00
+21.79687E-09,+8.42053315433441E+00
+21.87500E-09,+8.42053315433441E+00
+21.95312E-09,+8.42053315433441E+00
+22.03125E-09,+8.42053315433441E+00
+22.10937E-09,+8.42053315433441E+00
+22.18750E-09,+8.42053315433441E+00
+22.26562E-09,+8.42053315433441E+00
+22.34375E-09,+8.42053315433441E+00
+22.42187E-09,+8.42053315433441E+00
+22.50000E-09,+8.42053315433441E+00
+22.57812E-09,+8.42053315433441E+00
+22.65625E-09,+8.42053315433441E+00
+22.73437E-09,+8.42053315433441E+00
+22.81250E-09,+8.42053315433441E+00
+22.89062E-09,+8.42053315433441E+00
+22.96875E-09,+8.42053315433441E+00
+23.04687E-09,+8.42053315433441E+00
+23.12500E-09,+8.42053315433441E+00
+23.20312E-09,+8.42053315433441E+00
+23.28125E-09,+8.42053315433441E+00
+23.35937E-09,+8.42053315433441E+00
+23.43750E-09,+8.42053315433441E+00
+23.51562E-09,+8.42053315433441E+00
+23.59375E-09,+8.42053315433441E+00
+23.67187E-09,+8.42053315433441E+00
+23.75000E-09,+8.42053315433441E+00
+23.82812E-09,+8.42053315433441E+00
+23.90625E-09,+8.42053315433441E+00
+23.98437E-09,+8.42053315433441E+00
+24.06250E-09,+8.42053315433441E+00
+24.14062E-09,+8.42053315433441E+00
+24.21875E-09,+8.42053315433441E+00
+24.29687E-09,+8.42053315433441E+00
+24.37500E-09,+8.42053315433441E+00
+24.45312E-09,+8.42053315433441E+00
+24.53125E-09,+8.42053315433441E+00
+24.60937E-09,+8.42053315433441E+00
+24.68750E-09,+8.42053315433441E+00
+24.76562E-09,+8.42053315433441E+00
+24.84375E-09,+8.42053315433441E+00
+24.92187E-09,+8.42053315433441E+00
