segundo,dado1,dado2
-2.600000E-03,+1.408240922E+00,-15.330464959E+00
-2.597400E-03,+1.408240922E+00,-15.330464959E+00
-2.594800E-03,+1.408240922E+00,-15.330464959E+00
-2.592200E-03,+1.408240922E+00,-15.330464959E+00
-2.589600E-03,+1.408240922E+00,-15.330464959E+00
-2.587000E-03,+1.283617809E+00,-15.330464959E+00
-2.584400E-03,+1.283617809E+00,-15.157600641E+00
-2.581800E-03,+1.158994697E+00,-15.330464959E+00
-2.579200E-03,+1.158994697E+00,-15.330464959E+00
-2.576600E-03,+1.158994697E+00,-15.157600641E+00
-2.574000E-03,+1.158994697E+00,-15.330464959E+00
-2.571400E-03,+1.034371585E+00,-15.330464959E+00
-2.568800E-03,+1.034371585E+00,-15.157600641E+00
-2.566200E-03,+1.034371585E+00,-15.330464959E+00
-2.563600E-03,+909.748472E-03,-15.330464959E+00
-2.561000E-03,+909.748472E-03,-15.330464959E+00
-2.558400E-03,+909.748472E-03,-15.157600641E+00
-2.555800E-03,+785.125360E-03,-15.157600641E+00
-2.553200E-03,+785.125360E-03,-15.157600641E+00
-2.550600E-03,+785.125360E-03,-15.157600641E+00
-2.548000E-03,+660.502248E-03,-15.330464959E+00
-2.545400E-03,+660.502248E-03,-15.330464959E+00
-2.542800E-03,+660.502248E-03,-15.157600641E+00
-2.540200E-03,+535.879135E-03,-15.330464959E+00
-2.537600E-03,+535.879135E-03,-15.330464959E+00
-2.535000E-03,+535.879135E-03,-15.330464959E+00
-2.532400E-03,+411.256023E-03,-15.330464959E+00
-2.529800E-03,+411.256023E-03,-15.330464959E+00
-2.527200E-03,+411.256023E-03,-15.330464959E+00
-2.524600E-03,+411.256023E-03,-15.330464959E+00
-2.522000E-03,+162.009798E-03,-15.330464959E+00
-2.519400E-03,+162.009798E-03,-15.330464959E+00
-2.516800E-03,+162.009798E-03,-15.330464959E+00
-2.514200E-03,+162.009798E-03,-15.330464959E+00
-2.511600E-03,+37.386686E-03,-15.330464959E+00
-2.509000E-03,+37.386686E-03,-15.330464959E+00
-2.506400E-03,+37.386686E-03,-15.157600641E+00
-2.503800E-03,-87.236427E-03,-15.330464959E+00
-2.501200E-03,+37.386686E-03,-15.157600641E+00
-2.498600E-03,-211.859539E-03,-15.157600641E+00
-2.496000E-03,-87.236427E-03,-15.330464959E+00
-2.493400E-03,-211.859539E-03,-15.330464959E+00
-2.490800E-03,-87.236427E-03,-15.330464959E+00
-2.488200E-03,-211.859539E-03,-15.330464959E+00
-2.485600E-03,-336.482652E-03,-15.330464959E+00
-2.483000E-03,-336.482652E-03,-15.330464959E+00
-2.480400E-03,-461.105764E-03,-15.330464959E+00
-2.477800E-03,-461.105764E-03,-15.330464959E+00
-2.475200E-03,-461.105764E-03,-15.157600641E+00
-2.472600E-03,-461.105764E-03,-15.157600641E+00
-2.470000E-03,-585.728876E-03,-15.330464959E+00
-2.467400E-03,-585.728876E-03,-15.157600641E+00
-2.464800E-03,-585.728876E-03,-15.330464959E+00
-2.462200E-03,-710.351989E-03,-15.330464959E+00
-2.459600E-03,-710.351989E-03,-15.157600641E+00
-2.457000E-03,-834.975101E-03,-15.330464959E+00
-2.454400E-03,-959.598213E-03,-15.330464959E+00
-2.451800E-03,-959.598213E-03,-15.157600641E+00
-2.449200E-03,-959.598213E-03,-15.330464959E+00
-2.446600E-03,-959.598213E-03,-15.330464959E+00
-2.444000E-03,-1.084221326E+00,-15.330464959E+00
-2.441400E-03,-1.084221326E+00,-15.330464959E+00
-2.438800E-03,-1.084221326E+00,-15.157600641E+00
-2.436200E-03,-1.084221326E+00,-15.330464959E+00
-2.433600E-03,-1.208844438E+00,-15.157600641E+00
-2.431000E-03,-1.208844438E+00,-15.330464959E+00
-2.428400E-03,-1.208844438E+00,-15.330464959E+00
-2.425800E-03,-1.333467551E+00,-15.330464959E+00
-2.423200E-03,-1.208844438E+00,-15.330464959E+00
-2.420600E-03,-1.333467551E+00,-15.157600641E+00
-2.418000E-03,-1.333467551E+00,-15.330464959E+00
-2.415400E-03,-1.458090663E+00,-15.330464959E+00
-2.412800E-03,-1.458090663E+00,-15.330464959E+00
-2.410200E-03,-1.582713775E+00,-15.330464959E+00
-2.407600E-03,-1.582713775E+00,-15.157600641E+00
-2.405000E-03,-1.582713775E+00,-15.157600641E+00
-2.402400E-03,-1.582713775E+00,-15.157600641E+00
-2.399800E-03,-1.707336888E+00,-15.330464959E+00
-2.397200E-03,-1.707336888E+00,-15.330464959E+00
-2.394600E-03,-1.707336888E+00,-15.157600641E+00
-2.392000E-03,-1.831960000E+00,-15.330464959E+00
-2.389400E-03,-1.831960000E+00,-15.330464959E+00
-2.386800E-03,-1.956583112E+00,-15.157600641E+00
-2.384200E-03,-1.956583112E+00,-15.330464959E+00
-2.381600E-03,-1.831960000E+00,-15.330464959E+00
-2.379000E-03,-1.956583112E+00,-15.330464959E+00
-2.376400E-03,-1.956583112E+00,-15.330464959E+00
-2.373800E-03,-1.956583112E+00,-15.330464959E+00
-2.371200E-03,-2.081206225E+00,-15.157600641E+00
-2.368600E-03,-2.081206225E+00,-15.157600641E+00
-2.366000E-03,-2.081206225E+00,-15.330464959E+00
-2.363400E-03,-2.081206225E+00,-15.330464959E+00
-2.360800E-03,-2.081206225E+00,-15.330464959E+00
-2.358200E-03,-2.330452450E+00,-15.330464959E+00
-2.355600E-03,-2.205829337E+00,-15.157600641E+00
-2.353000E-03,-2.330452450E+00,-15.157600641E+00
-2.350400E-03,-2.205829337E+00,-15.330464959E+00
-2.347800E-03,-2.330452450E+00,-15.330464959E+00
-2.345200E-03,-2.330452450E+00,-15.330464959E+00
-2.342600E-03,-2.330452450E+00,-15.330464959E+00
-2.340000E-03,-2.455075562E+00,-15.157600641E+00
-2.337400E-03,-2.455075562E+00,-15.157600641E+00
-2.334800E-03,-2.330452450E+00,-15.330464959E+00
-2.332200E-03,-2.455075562E+00,-15.157600641E+00
-2.329600E-03,-2.455075562E+00,-15.157600641E+00
-2.327000E-03,-2.455075562E+00,-15.330464959E+00
-2.324400E-03,-2.455075562E+00,-15.330464959E+00
-2.321800E-03,-2.579698674E+00,-15.330464959E+00
-2.319200E-03,-2.455075562E+00,-15.157600641E+00
-2.316600E-03,-2.579698674E+00,-15.157600641E+00
-2.314000E-03,-2.579698674E+00,-15.330464959E+00
-2.311400E-03,-2.579698674E+00,-15.330464959E+00
-2.308800E-03,-2.579698674E+00,-15.330464959E+00
-2.306200E-03,-2.704321787E+00,-15.330464959E+00
-2.303600E-03,-2.579698674E+00,-15.330464959E+00
-2.301000E-03,-2.704321787E+00,-15.157600641E+00
-2.298400E-03,-2.704321787E+00,-15.330464959E+00
-2.295800E-03,-2.704321787E+00,-15.330464959E+00
-2.293200E-03,-2.704321787E+00,-15.330464959E+00
-2.290600E-03,-2.704321787E+00,-15.330464959E+00
-2.288000E-03,-2.828944899E+00,-15.157600641E+00
-2.285400E-03,-2.704321787E+00,-15.157600641E+00
-2.282800E-03,-2.704321787E+00,-15.330464959E+00
-2.280200E-03,-2.704321787E+00,-15.330464959E+00
-2.277600E-03,-2.704321787E+00,-15.157600641E+00
-2.275000E-03,-2.828944899E+00,-15.330464959E+00
-2.272400E-03,-2.704321787E+00,-15.330464959E+00
-2.269800E-03,-2.704321787E+00,-15.330464959E+00
-2.267200E-03,-2.828944899E+00,-15.157600641E+00
-2.264600E-03,-2.704321787E+00,-15.330464959E+00
-2.262000E-03,-2.828944899E+00,-15.330464959E+00
-2.259400E-03,-2.828944899E+00,-15.330464959E+00
-2.256800E-03,-2.828944899E+00,-15.330464959E+00
-2.254200E-03,-2.828944899E+00,-15.330464959E+00
-2.251600E-03,-2.828944899E+00,-15.330464959E+00
-2.249000E-03,-2.828944899E+00,-15.330464959E+00
-2.246400E-03,-2.704321787E+00,-15.330464959E+00
-2.243800E-03,-2.704321787E+00,-15.330464959E+00
-2.241200E-03,-2.704321787E+00,-15.157600641E+00
-2.238600E-03,-2.704321787E+00,-15.330464959E+00
-2.236000E-03,-2.704321787E+00,-15.330464959E+00
-2.233400E-03,-2.704321787E+00,-15.330464959E+00
-2.230800E-03,-2.704321787E+00,-15.157600641E+00
-2.228200E-03,-2.704321787E+00,-15.330464959E+00
-2.225600E-03,-2.704321787E+00,-15.330464959E+00
-2.223000E-03,-2.704321787E+00,-15.330464959E+00
-2.220400E-03,-2.579698674E+00,-15.157600641E+00
-2.217800E-03,-2.579698674E+00,-15.330464959E+00
-2.215200E-03,-2.704321787E+00,-15.330464959E+00
-2.212600E-03,-2.579698674E+00,-15.330464959E+00
-2.210000E-03,-2.579698674E+00,-15.330464959E+00
-2.207400E-03,-2.579698674E+00,-15.330464959E+00
-2.204800E-03,-2.579698674E+00,-15.157600641E+00
-2.202200E-03,-2.579698674E+00,-15.157600641E+00
-2.199600E-03,-2.579698674E+00,-15.157600641E+00
-2.197000E-03,-2.579698674E+00,-15.157600641E+00
-2.194400E-03,-2.455075562E+00,-15.330464959E+00
-2.191800E-03,-2.455075562E+00,-15.330464959E+00
-2.189200E-03,-2.455075562E+00,-15.330464959E+00
-2.186600E-03,-2.455075562E+00,-15.330464959E+00
-2.184000E-03,-2.455075562E+00,-15.157600641E+00
-2.181400E-03,-2.455075562E+00,-15.330464959E+00
-2.178800E-03,-2.455075562E+00,-15.330464959E+00
-2.176200E-03,-2.330452450E+00,-15.330464959E+00
-2.173600E-03,-2.330452450E+00,-15.157600641E+00
-2.171000E-03,-2.330452450E+00,-15.330464959E+00
-2.168400E-03,-2.330452450E+00,-15.330464959E+00
-2.165800E-03,-2.330452450E+00,-15.330464959E+00
-2.163200E-03,-2.330452450E+00,-15.330464959E+00
-2.160600E-03,-2.205829337E+00,-15.330464959E+00
-2.158000E-03,-2.330452450E+00,-15.330464959E+00
-2.155400E-03,-2.205829337E+00,-15.330464959E+00
-2.152800E-03,-2.205829337E+00,-15.330464959E+00
-2.150200E-03,-2.081206225E+00,-15.330464959E+00
-2.147600E-03,-2.081206225E+00,-15.157600641E+00
-2.145000E-03,-2.081206225E+00,-15.330464959E+00
-2.142400E-03,-1.956583112E+00,-15.330464959E+00
-2.139800E-03,-2.081206225E+00,-15.330464959E+00
-2.137200E-03,-1.956583112E+00,-15.330464959E+00
-2.134600E-03,-1.956583112E+00,-15.330464959E+00
-2.132000E-03,-1.831960000E+00,-15.157600641E+00
-2.129400E-03,-1.831960000E+00,-15.330464959E+00
-2.126800E-03,-1.831960000E+00,-15.330464959E+00
-2.124200E-03,-1.831960000E+00,-15.330464959E+00
-2.121600E-03,-1.831960000E+00,-15.157600641E+00
-2.119000E-03,-1.831960000E+00,-15.330464959E+00
-2.116400E-03,-1.582713775E+00,-15.157600641E+00
-2.113800E-03,-1.707336888E+00,-15.157600641E+00
-2.111200E-03,-1.707336888E+00,-15.330464959E+00
-2.108600E-03,-1.582713775E+00,-15.157600641E+00
-2.106000E-03,-1.582713775E+00,-15.330464959E+00
-2.103400E-03,-1.458090663E+00,-15.157600641E+00
-2.100800E-03,-1.458090663E+00,-15.330464959E+00
-2.098200E-03,-1.458090663E+00,-15.157600641E+00
-2.095600E-03,-1.458090663E+00,-15.330464959E+00
-2.093000E-03,-1.333467551E+00,-15.157600641E+00
-2.090400E-03,-1.333467551E+00,-15.330464959E+00
-2.087800E-03,-1.333467551E+00,-15.330464959E+00
-2.085200E-03,-1.208844438E+00,-15.330464959E+00
-2.082600E-03,-1.208844438E+00,-15.330464959E+00
-2.080000E-03,-1.208844438E+00,-15.330464959E+00
-2.077400E-03,-1.084221326E+00,-15.330464959E+00
-2.074800E-03,-1.084221326E+00,-15.330464959E+00
-2.072200E-03,-1.084221326E+00,-15.157600641E+00
-2.069600E-03,-959.598213E-03,-15.330464959E+00
-2.067000E-03,-959.598213E-03,-15.157600641E+00
-2.064400E-03,-834.975101E-03,-15.157600641E+00
-2.061800E-03,-959.598213E-03,-15.157600641E+00
-2.059200E-03,-834.975101E-03,-15.157600641E+00
-2.056600E-03,-834.975101E-03,-15.330464959E+00
-2.054000E-03,-710.351989E-03,-15.157600641E+00
-2.051400E-03,-710.351989E-03,-15.330464959E+00
-2.048800E-03,-710.351989E-03,-15.330464959E+00
-2.046200E-03,-585.728876E-03,-15.157600641E+00
-2.043600E-03,-710.351989E-03,-15.330464959E+00
-2.041000E-03,-585.728876E-03,-15.157600641E+00
-2.038400E-03,-461.105764E-03,-15.157600641E+00
-2.035800E-03,-461.105764E-03,-15.330464959E+00
-2.033200E-03,-461.105764E-03,-15.330464959E+00
-2.030600E-03,-336.482652E-03,-15.330464959E+00
-2.028000E-03,-336.482652E-03,-15.157600641E+00
-2.025400E-03,-336.482652E-03,-15.330464959E+00
-2.022800E-03,-211.859539E-03,-15.330464959E+00
-2.020200E-03,-211.859539E-03,-15.330464959E+00
-2.017600E-03,-211.859539E-03,-15.330464959E+00
-2.015000E-03,-211.859539E-03,-15.157600641E+00
-2.012400E-03,+37.386686E-03,-15.157600641E+00
-2.009800E-03,+37.386686E-03,-15.330464959E+00
-2.007200E-03,+37.386686E-03,-15.157600641E+00
-2.004600E-03,+37.386686E-03,-15.157600641E+00
-2.002000E-03,+162.009798E-03,-15.157600641E+00
-1.999400E-03,+37.386686E-03,-15.330464959E+00
-1.996800E-03,+162.009798E-03,-15.330464959E+00
-1.994200E-03,+286.632910E-03,-15.157600641E+00
-1.991600E-03,+286.632910E-03,-15.330464959E+00
-1.989000E-03,+286.632910E-03,-15.157600641E+00
-1.986400E-03,+286.632910E-03,-15.330464959E+00
-1.983800E-03,+286.632910E-03,-15.157600641E+00
-1.981200E-03,+411.256023E-03,-15.157600641E+00
-1.978600E-03,+411.256023E-03,-15.157600641E+00
-1.976000E-03,+411.256023E-03,-15.330464959E+00
-1.973400E-03,+535.879135E-03,-15.157600641E+00
-1.970800E-03,+535.879135E-03,-15.330464959E+00
